customer_id,snapshot_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,marketing_consent,recency_days,frequency_180d,monetary_180d,return_rate_180d,avg_discount_pct_180d,avg_rating_180d,category_diversity_180d,ticket_count_90d,negative_ticket_rate_90d,avg_resolution_hours_90d,days_since_signup,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,churn_next_60d,split
CUST01205,2025-09-30,Tier 1,35-44,Google Search,,Hair Care,Yes,262,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,602,1,5,0,0,0,2,0,38,1,train
CUST01206,2025-09-30,Tier 1,18-24,Instagram,,Makeup,No,73,1,819.46,0.0,0.16,3.0,1,0,0.0,0.0,73,10,52,1,2,0,0,0,30,1,train
CUST01207,2025-09-30,Tier 1,35-44,Instagram,,Skin Care,No,110,1,350.93,0.0,0.43,3.0,1,0,0.0,0.0,507,0,0,0,0,0,0,0,21,1,train
CUST01208,2025-09-30,Tier 2,35-44,Instagram,Silver,Fragrance,Yes,95,2,834.32,0.0,0.33,4.0,2,0,0.0,0.0,289,1,3,0,0,0,4,2,15,0,train
CUST01209,2025-09-30,Tier 1,35-44,Marketplace,,Skin Care,Yes,14,2,674.55,0.0,0.41,3.5,2,0,0.0,0.0,581,5,27,2,1,0,6,1,1,0,train
CUST01210,2025-09-30,Tier 2,25-34,Instagram,Silver,Makeup,Yes,266,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,557,0,0,0,0,0,5,1,54,1,train
CUST01211,2025-09-30,Tier 2,25-34,Instagram,Platinum,Skin Care,Yes,5,3,2452.85,0.333,0.407,2.67,3,2,0.0,6.0,576,8,42,2,2,1,4,1,2,0,train
CUST01212,2025-09-30,Tier 1,18-24,Influencer,,Baby Care,Yes,20,2,2285.58,0.0,0.435,4.5,2,0,0.0,0.0,446,0,0,0,0,0,2,1,0,0,train
CUST01214,2025-09-30,Tier 3,25-34,Instagram,Silver,Makeup,No,124,1,1069.42,0.0,0.25,5.0,1,0,0.0,0.0,577,2,12,0,1,0,0,0,31,1,train
CUST01215,2025-09-30,Tier 2,35-44,Influencer,,Makeup,Yes,80,2,1232.11,0.0,0.215,4.5,1,0,0.0,0.0,268,0,0,0,0,0,5,2,25,0,train
CUST01216,2025-09-30,Tier 3,25-34,Instagram,Silver,Skin Care,Yes,107,1,1022.33,0.0,0.35,5.0,1,0,0.0,0.0,138,10,57,1,2,0,5,2,24,1,train
CUST01218,2025-09-30,Tier 1,25-34,Organic,Silver,Skin Care,No,0,1,738.52,0.0,0.24,3.0,1,0,0.0,0.0,486,6,26,1,1,1,0,0,2,0,train
CUST01219,2025-09-30,Tier 1,25-34,Google Search,,Wellness,Yes,86,2,832.04,0.0,0.35,4.5,1,1,1.0,50.1,361,5,15,1,0,0,1,0,20,0,train
CUST01220,2025-09-30,Tier 1,45+,Influencer,,Wellness,No,98,1,1095.74,0.0,0.23,2.0,1,0,0.0,0.0,193,1,3,1,0,0,0,0,25,1,train
CUST01221,2025-09-30,Tier 3,45+,Google Search,,Hair Care,Yes,13,1,405.2,0.0,0.33,4.0,1,0,0.0,0.0,107,6,18,1,1,1,2,0,21,0,train
CUST01222,2025-09-30,Tier 1,18-24,Marketplace,Silver,Fragrance,Yes,18,1,1199.39,0.0,0.04,4.0,1,0,0.0,0.0,25,0,0,0,0,0,5,1,14,0,train
CUST01223,2025-09-30,Tier 1,18-24,Instagram,Gold,Hair Care,No,118,3,1444.4,0.0,0.387,3.0,3,0,0.0,0.0,386,1,4,0,0,0,0,0,29,1,train
CUST01224,2025-09-30,Tier 3,45+,Organic,,Wellness,Yes,33,1,1005.1,0.0,0.33,4.0,1,0,0.0,0.0,439,7,26,3,1,2,4,2,7,1,train
CUST01225,2025-09-30,Tier 1,35-44,Organic,,Skin Care,Yes,97,1,620.28,0.0,0.03,5.0,1,1,1.0,31.9,157,3,16,2,1,1,1,0,13,1,train
CUST01226,2025-09-30,Tier 1,18-24,Instagram,Silver,Makeup,No,37,3,1546.94,0.667,0.333,4.67,3,1,1.0,14.3,366,6,35,2,0,1,0,0,14,1,train
CUST01227,2025-09-30,Tier 2,25-34,Referral,Silver,Wellness,No,43,3,1385.66,0.333,0.317,4.67,3,1,1.0,43.2,303,8,48,2,1,1,0,0,6,1,train
CUST01228,2025-09-30,Tier 2,45+,Instagram,Silver,Makeup,Yes,212,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,446,1,6,0,0,0,1,0,28,1,train
CUST01230,2025-09-30,Tier 2,25-34,Marketplace,,Skin Care,Yes,112,1,370.67,0.0,0.24,3.0,1,0,0.0,0.0,247,2,8,0,0,0,1,0,24,1,train
CUST01231,2025-09-30,Tier 1,45+,Organic,,Hair Care,No,226,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,308,0,0,0,0,0,0,0,41,0,train
CUST01232,2025-09-30,Tier 1,25-34,Organic,,Skin Care,No,183,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,307,8,34,3,1,1,0,0,39,1,train
CUST01233,2025-09-30,Tier 3,25-34,Instagram,,Skin Care,Yes,64,1,551.18,0.0,0.29,4.0,1,0,0.0,0.0,503,8,42,1,1,1,0,0,5,0,train
CUST01234,2025-09-30,Tier 1,25-34,Google Search,,Hair Care,Yes,115,2,1809.4,0.0,0.215,4.5,2,0,0.0,0.0,216,3,10,1,1,0,4,1,32,1,train
CUST01235,2025-09-30,Tier 3,18-24,Google Search,,Baby Care,Yes,161,1,522.53,0.0,0.15,4.0,1,0,0.0,0.0,476,3,12,1,0,0,2,1,26,1,train
CUST01236,2025-09-30,Tier 1,18-24,Instagram,Gold,Hair Care,Yes,6,3,971.97,0.0,0.31,3.33,3,0,0.0,0.0,595,8,37,3,2,1,2,0,0,0,train
CUST01237,2025-09-30,Tier 2,25-34,Marketplace,,Skin Care,Yes,103,2,1243.5,0.0,0.325,4.0,2,0,0.0,0.0,342,1,3,0,0,0,2,0,10,1,train
CUST01239,2025-09-30,Tier 1,25-34,Instagram,Silver,Hair Care,No,193,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,255,7,37,2,0,1,0,0,35,0,train
CUST01240,2025-09-30,Tier 2,25-34,Referral,,Skin Care,Yes,19,1,434.11,0.0,0.34,4.0,1,0,0.0,0.0,182,10,42,3,2,1,5,2,14,1,train
CUST01243,2025-09-30,Tier 1,25-34,Referral,,Skin Care,No,74,3,1470.48,0.0,0.297,4.67,1,0,0.0,0.0,238,8,44,4,1,3,0,0,14,1,train
CUST01249,2025-09-30,Tier 1,18-24,Marketplace,Platinum,Skin Care,Yes,57,4,2733.47,0.0,0.203,3.5,3,0,0.0,0.0,148,12,45,7,3,4,10,4,11,0,train
CUST01250,2025-09-30,Tier 2,25-34,Organic,Silver,Makeup,Yes,175,1,612.27,0.0,0.34,4.0,1,0,0.0,0.0,193,0,0,0,0,0,4,2,35,0,train
CUST01251,2025-09-30,Tier 3,25-34,Marketplace,,Hair Care,Yes,52,1,420.63,0.0,0.38,4.0,1,0,0.0,0.0,471,3,10,2,1,1,5,1,10,1,train
CUST01252,2025-09-30,Tier 1,35-44,Marketplace,Gold,Makeup,Yes,38,2,2038.93,0.0,0.245,4.5,2,0,0.0,0.0,283,1,3,0,0,0,0,0,18,1,train
CUST01254,2025-09-30,Tier 3,25-34,Instagram,Silver,Skin Care,No,76,2,2465.71,0.0,0.445,4.0,1,1,1.0,27.1,289,3,16,1,1,0,0,0,4,0,train
CUST01255,2025-09-30,Tier 2,25-34,Referral,,Baby Care,No,78,1,2060.75,0.0,0.11,5.0,1,1,1.0,19.0,125,8,35,2,0,1,0,0,15,0,train
CUST01256,2025-09-30,Tier 3,35-44,Referral,,Baby Care,Yes,286,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,305,3,15,1,0,0,4,1,56,1,train
CUST01259,2025-09-30,Tier 1,25-34,Organic,Silver,Skin Care,No,94,1,694.35,1.0,0.32,1.0,1,1,1.0,1.0,607,0,0,0,0,0,0,0,10,1,train
CUST01262,2025-09-30,Tier 1,45+,Influencer,Silver,Skin Care,Yes,25,1,195.09,0.0,0.57,5.0,1,0,0.0,0.0,136,11,43,6,1,2,6,2,9,1,train
CUST01263,2025-09-30,Tier 2,25-34,Google Search,Platinum,Skin Care,Yes,32,4,2970.8,0.25,0.307,4.25,2,1,0.0,23.2,542,5,20,0,1,0,3,1,24,0,train
CUST01264,2025-09-30,Tier 1,18-24,Organic,Silver,Wellness,Yes,51,1,2114.74,0.0,0.34,3.0,1,0,0.0,0.0,541,6,21,1,1,0,3,1,16,1,train
CUST01265,2025-09-30,Tier 1,25-34,Marketplace,Silver,Hair Care,Yes,15,2,1398.17,0.0,0.42,4.0,2,0,0.0,0.0,90,12,38,2,3,1,1,0,10,0,train
CUST01266,2025-09-30,Tier 3,35-44,Instagram,,Skin Care,No,51,3,2447.06,0.0,0.137,4.0,3,0,0.0,0.0,526,8,42,3,2,1,0,0,17,0,train
CUST01267,2025-09-30,Tier 1,25-34,Organic,Silver,Hair Care,Yes,58,2,769.57,0.0,0.25,4.5,1,1,1.0,19.9,594,2,5,1,1,0,4,1,26,0,train
CUST01268,2025-09-30,Tier 3,18-24,Marketplace,,Hair Care,Yes,19,1,471.22,1.0,0.06,2.0,1,1,1.0,21.0,496,5,23,2,1,1,5,2,2,1,train
CUST01269,2025-09-30,Tier 2,18-24,Google Search,,Hair Care,Yes,57,1,534.09,0.0,0.08,4.0,1,0,0.0,0.0,82,4,10,0,1,0,4,1,18,0,train
CUST01270,2025-09-30,Tier 3,45+,Organic,,Skin Care,Yes,57,1,309.87,0.0,0.43,4.0,1,1,1.0,36.1,119,4,10,2,1,1,10,0,20,0,train
CUST01271,2025-09-30,Tier 1,25-34,Organic,,Hair Care,Yes,12,1,529.98,0.0,0.31,4.0,1,0,0.0,0.0,68,8,30,2,1,1,4,0,5,0,train
CUST01272,2025-09-30,Tier 1,18-24,Organic,,Makeup,Yes,44,1,1860.0,0.0,0.27,5.0,1,0,0.0,0.0,238,1,5,0,0,0,0,0,8,0,train
CUST01274,2025-09-30,Tier 1,18-24,Referral,Gold,Skin Care,No,25,2,802.94,0.0,0.415,4.0,1,0,0.0,0.0,566,15,49,6,1,4,0,0,0,0,train
CUST01275,2025-09-30,Tier 1,35-44,Instagram,,Skin Care,Yes,34,3,2647.93,0.0,0.267,4.33,3,0,0.0,0.0,215,14,74,3,2,2,4,2,0,0,train
CUST01276,2025-09-30,Tier 2,25-34,Organic,Silver,Skin Care,No,120,1,412.12,0.0,0.4,4.0,1,0,0.0,0.0,256,3,12,0,1,0,0,0,22,0,train
CUST01277,2025-09-30,Tier 2,25-34,Referral,,Baby Care,Yes,99,1,732.91,0.0,0.34,4.0,1,0,0.0,0.0,477,6,16,2,1,1,5,2,12,1,train
CUST01278,2025-09-30,Tier 1,25-34,Referral,Silver,Wellness,No,65,2,791.53,0.0,0.225,3.5,2,0,0.0,0.0,598,1,5,0,0,0,0,0,6,0,train
CUST01281,2025-09-30,Tier 1,45+,Instagram,,Wellness,No,215,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,318,4,24,2,0,0,0,0,43,1,train
CUST01282,2025-09-30,Tier 1,35-44,Marketplace,Silver,Fragrance,Yes,78,1,499.65,0.0,0.2,5.0,1,1,0.0,24.9,204,5,14,1,0,0,3,0,22,1,train
CUST01283,2025-09-30,Tier 2,18-24,Referral,,Makeup,Yes,40,8,5650.74,0.125,0.328,3.62,5,1,1.0,1.0,310,7,39,2,0,1,0,0,0,1,train
CUST01285,2025-09-30,Tier 3,45+,Influencer,,Skin Care,No,124,2,938.91,0.0,0.32,4.0,1,0,0.0,0.0,511,3,8,0,0,0,0,0,36,1,train
CUST01286,2025-09-30,Tier 2,25-34,Google Search,Platinum,Baby Care,Yes,226,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,355,2,5,1,1,0,1,0,45,0,train
CUST01289,2025-09-30,Tier 1,25-34,Referral,Gold,Skin Care,Yes,3,1,742.76,0.0,0.18,4.0,1,0,0.0,0.0,20,9,34,1,2,0,5,2,7,0,train
CUST01290,2025-09-30,Tier 2,18-24,Influencer,,Makeup,No,53,2,1164.42,0.0,0.26,3.5,2,0,0.0,0.0,246,9,40,0,2,0,0,0,15,0,train
CUST01291,2025-09-30,Tier 1,25-34,Instagram,,Skin Care,Yes,193,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,391,3,9,1,1,0,0,0,29,0,train
CUST01292,2025-09-30,Tier 1,18-24,Instagram,Silver,Hair Care,No,41,2,2412.52,0.0,0.155,3.5,1,0,0.0,0.0,182,3,15,1,0,0,0,0,24,0,train
CUST01293,2025-09-30,Tier 2,18-24,Referral,Gold,Hair Care,Yes,15,2,866.63,0.0,0.38,4.0,1,0,0.0,0.0,360,0,0,0,0,0,4,0,1,0,train
CUST01295,2025-09-30,Tier 1,35-44,Organic,Platinum,Makeup,Yes,121,3,1979.11,0.333,0.14,3.0,2,0,0.0,0.0,341,11,53,6,3,3,2,0,20,1,train
CUST01296,2025-09-30,Tier 1,25-34,Instagram,,Hair Care,Yes,16,1,416.31,0.0,0.41,4.0,1,0,0.0,0.0,240,2,5,1,0,0,2,0,15,0,train
CUST01297,2025-09-30,Tier 1,25-34,Organic,Silver,Baby Care,No,2,4,1798.57,0.0,0.27,5.0,3,1,1.0,51.5,372,6,17,2,1,1,0,0,4,0,train
CUST01298,2025-09-30,Tier 1,35-44,Marketplace,,Skin Care,No,329,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,546,0,0,0,0,0,0,0,60,1,train
CUST01300,2025-09-30,Tier 2,25-34,Referral,,Skin Care,Yes,46,4,1939.2,0.0,0.367,4.0,3,1,0.0,11.4,458,10,46,3,1,2,5,0,6,0,train
CUST01301,2025-09-30,Tier 2,25-34,Referral,,Skin Care,No,85,2,884.57,0.0,0.325,4.5,1,0,0.0,0.0,455,4,12,1,1,1,0,0,25,1,train
CUST01302,2025-09-30,Tier 1,25-34,Referral,,Skin Care,Yes,1,5,3420.38,0.0,0.292,4.6,2,0,0.0,0.0,360,8,22,2,1,1,5,2,0,0,train
CUST01304,2025-09-30,Tier 2,18-24,Organic,Silver,Hair Care,No,27,2,1145.58,0.0,0.17,4.5,1,0,0.0,0.0,499,8,41,3,2,1,0,0,0,0,train
CUST01305,2025-09-30,Tier 2,25-34,Marketplace,Silver,Makeup,No,50,1,311.4,0.0,0.45,4.0,1,0,0.0,0.0,106,8,22,3,1,1,0,0,4,1,train
CUST01306,2025-09-30,Tier 2,18-24,Google Search,,Baby Care,Yes,54,2,3337.79,0.0,0.205,5.0,1,0,0.0,0.0,601,2,8,1,0,1,4,2,6,0,train
CUST01307,2025-09-30,Tier 2,18-24,Marketplace,,Baby Care,Yes,234,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,622,4,12,2,0,1,5,2,38,1,train
CUST01308,2025-09-30,Tier 1,45+,Google Search,Silver,Hair Care,Yes,119,1,380.96,0.0,0.27,3.0,1,0,0.0,0.0,406,5,17,2,0,1,3,1,33,1,train
CUST01310,2025-09-30,Tier 3,45+,Referral,,Skin Care,Yes,139,2,1213.35,0.0,0.405,3.0,2,0,0.0,0.0,597,8,38,1,0,0,6,1,19,0,train
CUST01311,2025-09-30,Tier 2,18-24,Marketplace,,Hair Care,No,43,2,1069.71,0.0,0.37,4.5,2,0,0.0,0.0,362,1,5,0,0,0,0,0,19,0,train
CUST01312,2025-09-30,Tier 2,35-44,Organic,Silver,Hair Care,Yes,14,2,1611.51,0.0,0.275,5.0,2,0,0.0,0.0,586,5,29,3,1,2,4,0,0,0,train
CUST01313,2025-09-30,Tier 1,45+,Organic,,Makeup,No,4,2,1457.68,0.0,0.23,3.5,1,0,0.0,0.0,570,6,25,1,2,0,0,0,0,0,train
CUST01314,2025-09-30,Tier 1,25-34,Instagram,,Skin Care,Yes,1,2,1066.73,0.0,0.28,4.5,2,0,0.0,0.0,543,5,23,2,0,1,0,0,0,0,train
CUST01316,2025-09-30,Tier 1,45+,Marketplace,,Makeup,Yes,120,1,407.44,0.0,0.25,5.0,1,0,0.0,0.0,159,13,48,6,1,3,7,2,14,1,train
CUST01317,2025-09-30,Tier 2,25-34,Influencer,Silver,Baby Care,Yes,256,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,374,1,3,0,0,0,0,0,48,1,train
CUST01318,2025-09-30,Tier 2,35-44,Google Search,Silver,Hair Care,Yes,130,1,396.5,0.0,0.13,5.0,1,0,0.0,0.0,353,2,9,1,0,1,3,1,24,1,train
CUST01320,2025-09-30,Tier 2,45+,Referral,,Hair Care,Yes,150,1,500.0,0.0,0.11,4.0,1,0,0.0,0.0,482,6,32,1,1,1,2,1,40,1,train
CUST01321,2025-09-30,Tier 3,35-44,Instagram,,Hair Care,Yes,99,5,1878.1,0.0,0.36,4.0,3,0,0.0,0.0,571,12,32,1,1,0,8,2,17,0,train
CUST01322,2025-09-30,Tier 3,25-34,Influencer,,Skin Care,No,96,1,564.8,0.0,0.17,5.0,1,0,0.0,0.0,397,2,11,1,0,0,0,0,20,1,train
CUST01323,2025-09-30,Tier 2,25-34,Organic,,Skin Care,Yes,276,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,475,3,18,0,0,0,1,0,46,1,train
CUST01324,2025-09-30,Tier 1,45+,Instagram,,Wellness,Yes,227,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,483,1,5,0,0,0,3,1,35,1,train
CUST01326,2025-09-30,Tier 2,35-44,Google Search,,Fragrance,No,131,1,1411.39,0.0,0.29,5.0,1,0,0.0,0.0,238,3,14,0,0,0,0,0,23,1,train
CUST01327,2025-09-30,Tier 2,18-24,Referral,,Skin Care,Yes,83,3,3429.24,0.0,0.14,5.0,2,0,0.0,0.0,372,10,43,4,1,1,6,2,4,0,train
CUST01328,2025-09-30,Tier 2,25-34,Google Search,Silver,Hair Care,No,54,2,2001.3,0.0,0.235,4.5,1,0,0.0,0.0,175,5,20,1,0,0,0,0,13,0,train
CUST01329,2025-09-30,Tier 1,18-24,Instagram,Silver,Skin Care,No,61,3,1252.03,0.333,0.287,4.33,3,0,0.0,0.0,166,5,24,2,1,1,0,0,9,0,train
CUST01330,2025-09-30,Tier 2,35-44,Marketplace,,Skin Care,Yes,3,3,2794.39,0.0,0.233,4.67,2,0,0.0,0.0,298,6,28,2,1,1,0,0,2,0,train
CUST01331,2025-09-30,Tier 2,35-44,Google Search,,Hair Care,Yes,14,3,1877.49,0.0,0.227,2.67,3,1,0.0,21.9,424,10,28,1,3,1,4,1,0,0,train
CUST01332,2025-09-30,Tier 3,25-34,Organic,Gold,Hair Care,No,17,4,3364.3,0.0,0.28,4.0,2,0,0.0,0.0,129,7,34,2,2,1,0,0,6,0,train
CUST01333,2025-09-30,Tier 1,35-44,Organic,,Skin Care,Yes,47,1,420.65,0.0,0.18,3.0,1,0,0.0,0.0,58,2,5,1,0,0,3,1,0,1,train
CUST01335,2025-09-30,Tier 1,25-34,Organic,Platinum,Skin Care,Yes,75,2,2371.6,0.0,0.26,3.5,2,1,1.0,38.9,257,6,19,3,0,1,2,0,0,0,train
CUST01336,2025-09-30,Tier 2,25-34,Marketplace,Gold,Skin Care,No,1,2,910.67,0.0,0.23,3.0,2,0,0.0,0.0,95,0,0,0,0,0,0,0,0,1,train
CUST01337,2025-09-30,Tier 2,45+,Google Search,,Baby Care,Yes,49,1,793.95,0.0,0.32,5.0,1,0,0.0,0.0,87,14,69,5,0,4,3,1,18,0,train
CUST01338,2025-09-30,Tier 3,25-34,Organic,,Skin Care,No,7,1,232.88,1.0,0.43,3.0,1,1,1.0,35.8,15,14,66,5,2,2,0,0,0,1,train
CUST01339,2025-09-30,Tier 2,25-34,Instagram,Gold,Hair Care,Yes,162,1,450.33,0.0,0.26,3.0,1,0,0.0,0.0,234,3,17,1,1,1,1,0,37,1,train
CUST01340,2025-09-30,Tier 2,35-44,Google Search,,Wellness,No,76,1,624.33,0.0,0.07,5.0,1,0,0.0,0.0,90,5,13,2,1,1,0,0,16,1,train
CUST01341,2025-09-30,Tier 2,18-24,Google Search,,Skin Care,Yes,38,1,395.13,0.0,0.23,3.0,1,0,0.0,0.0,44,5,13,2,1,1,3,0,26,1,train
CUST01345,2025-09-30,Tier 1,25-34,Marketplace,,Skin Care,Yes,38,1,2465.11,0.0,0.26,3.0,1,0,0.0,0.0,91,7,36,4,2,3,1,0,3,0,train
CUST01348,2025-09-30,Tier 2,25-34,Marketplace,Silver,Wellness,Yes,140,1,659.62,0.0,0.23,5.0,1,0,0.0,0.0,444,3,10,1,1,1,0,0,22,1,train
CUST01349,2025-09-30,Tier 2,25-34,Instagram,,Hair Care,Yes,83,2,2446.67,0.0,0.205,4.5,2,0,0.0,0.0,170,0,0,0,0,0,7,2,22,0,train
CUST01350,2025-09-30,Tier 3,25-34,Influencer,Gold,Skin Care,Yes,190,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,292,1,4,0,0,0,2,0,26,1,train
CUST01351,2025-09-30,Tier 2,25-34,Organic,,Fragrance,Yes,30,1,542.87,1.0,0.42,3.0,1,1,1.0,21.1,132,7,42,1,2,0,2,0,0,1,train
CUST01352,2025-09-30,Tier 1,18-24,Influencer,,Skin Care,No,123,2,900.07,0.5,0.415,4.0,2,0,0.0,0.0,529,1,3,0,0,0,0,0,31,1,train
CUST01353,2025-09-30,Tier 2,25-34,Marketplace,,Skin Care,Yes,73,1,597.26,0.0,0.23,5.0,1,1,1.0,12.4,95,1,3,0,0,0,3,1,19,0,train
CUST01354,2025-09-30,Tier 1,25-34,Instagram,Platinum,Makeup,No,2,2,1041.99,0.0,0.355,3.0,2,1,0.0,10.0,21,10,53,1,2,0,0,0,0,0,train
CUST01356,2025-09-30,Tier 2,45+,Instagram,,Wellness,No,42,1,287.51,0.0,0.27,5.0,1,1,1.0,15.5,334,0,0,0,0,0,0,0,17,1,train
CUST01358,2025-09-30,Tier 3,45+,Google Search,,Skin Care,Yes,18,1,862.52,0.0,0.32,4.0,1,0,0.0,0.0,33,14,37,2,3,1,10,3,3,0,train
CUST01359,2025-09-30,Tier 3,18-24,Organic,,Wellness,Yes,106,2,1016.94,0.0,0.345,3.5,2,0,0.0,0.0,509,3,18,1,1,1,3,1,15,1,train
CUST01360,2025-09-30,Tier 1,25-34,Referral,Silver,Hair Care,Yes,160,1,306.65,0.0,0.3,4.0,1,0,0.0,0.0,446,6,26,1,2,1,5,2,35,1,train
CUST01361,2025-09-30,Tier 1,25-34,Organic,,Hair Care,Yes,5,1,805.77,0.0,0.21,5.0,1,0,0.0,0.0,46,6,20,2,1,1,1,0,0,0,train
CUST01363,2025-09-30,Tier 1,35-44,Instagram,Gold,Baby Care,Yes,83,1,454.39,0.0,0.14,5.0,1,0,0.0,0.0,565,7,34,3,1,2,8,2,11,0,train
CUST01364,2025-09-30,Tier 1,18-24,Marketplace,Silver,Fragrance,No,148,1,1261.0,0.0,0.2,4.0,1,0,0.0,0.0,289,3,8,1,1,1,0,0,35,1,train
CUST01365,2025-09-30,Tier 1,35-44,Google Search,,Makeup,Yes,247,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,432,1,3,0,0,0,2,0,47,1,train
CUST01366,2025-09-30,Tier 1,25-34,Organic,Gold,Makeup,Yes,98,1,149.0,0.0,0.53,4.0,1,0,0.0,0.0,635,4,12,0,0,0,0,0,30,1,train
CUST01367,2025-09-30,Tier 2,18-24,Referral,Silver,Skin Care,Yes,56,1,363.62,0.0,0.23,3.0,1,1,1.0,32.8,352,8,46,2,1,1,3,1,16,1,train
CUST01369,2025-09-30,Tier 3,25-34,Instagram,Silver,Baby Care,Yes,24,1,477.43,1.0,0.2,2.0,1,1,1.0,28.7,74,10,34,4,1,2,7,2,11,0,train
CUST01371,2025-09-30,Tier 2,45+,Influencer,,Wellness,No,8,2,2334.49,0.0,0.225,4.5,1,1,1.0,19.7,96,6,18,0,1,0,0,0,2,0,train
CUST01373,2025-09-30,Tier 1,25-34,Referral,,Skin Care,No,45,1,291.54,0.0,0.6,3.0,1,0,0.0,0.0,60,4,13,2,1,0,0,0,10,1,train
CUST01375,2025-09-30,Tier 3,18-24,Referral,Silver,Skin Care,Yes,64,2,1131.64,0.0,0.245,4.5,1,0,0.0,0.0,564,4,16,2,0,1,7,3,27,0,train
CUST01377,2025-09-30,Tier 2,25-34,Organic,,Makeup,Yes,9,1,387.27,0.0,0.39,3.0,1,1,1.0,27.9,26,10,28,1,1,0,1,0,0,0,train
CUST01378,2025-09-30,Tier 1,35-44,Google Search,,Skin Care,Yes,117,1,348.74,0.0,0.16,4.0,1,0,0.0,0.0,137,14,47,4,1,1,0,0,21,1,train
CUST01379,2025-09-30,Tier 2,35-44,Instagram,Silver,Wellness,Yes,186,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,273,6,23,2,1,1,3,1,40,1,train
CUST01381,2025-09-30,Tier 2,25-34,Organic,Gold,Hair Care,Yes,2,6,4149.83,0.0,0.253,3.33,4,0,0.0,0.0,429,11,43,1,3,0,6,3,0,0,train
CUST01382,2025-09-30,Tier 1,18-24,Organic,,Skin Care,Yes,4,2,987.37,0.5,0.19,1.0,2,1,1.0,57.0,255,5,15,1,1,1,8,1,0,1,train
CUST01386,2025-09-30,Tier 1,45+,Marketplace,Gold,Skin Care,Yes,14,4,5346.15,0.25,0.213,3.25,3,1,1.0,34.6,509,5,18,2,0,1,1,0,0,0,train
CUST01388,2025-09-30,Tier 2,25-34,Google Search,,Skin Care,Yes,70,1,2996.98,0.0,0.25,5.0,1,0,0.0,0.0,553,1,4,0,0,0,0,0,11,1,train
CUST01389,2025-09-30,Tier 1,35-44,Instagram,,Hair Care,Yes,70,2,1396.82,0.0,0.11,4.0,2,0,0.0,0.0,413,5,26,1,0,0,4,2,3,0,train
CUST01390,2025-09-30,Tier 1,45+,Instagram,,Skin Care,Yes,9,2,1232.27,0.0,0.12,5.0,2,0,0.0,0.0,356,11,59,5,3,2,4,1,6,0,train
CUST01391,2025-09-30,Tier 3,35-44,Marketplace,,Skin Care,Yes,94,1,972.01,0.0,0.2,2.0,1,0,0.0,0.0,470,11,28,1,1,1,3,1,20,0,train
CUST01395,2025-09-30,Tier 2,18-24,Google Search,,Hair Care,Yes,32,4,3708.11,0.0,0.307,3.75,4,0,0.0,0.0,289,4,11,1,0,1,4,0,9,0,train
CUST01398,2025-09-30,Tier 1,18-24,Google Search,,Skin Care,Yes,57,1,1672.19,1.0,0.12,1.0,1,1,1.0,26.7,100,6,22,3,1,1,0,0,0,1,train
CUST01400,2025-09-30,Tier 1,25-34,Google Search,,Skin Care,Yes,134,1,328.61,0.0,0.15,5.0,1,0,0.0,0.0,446,1,5,1,0,1,1,0,38,1,train
CUST01401,2025-09-30,Tier 1,25-34,Google Search,,Makeup,No,75,2,1991.48,0.0,0.19,3.5,2,0,0.0,0.0,324,3,13,1,0,0,0,0,23,0,train
CUST01402,2025-09-30,Tier 3,18-24,Organic,,Wellness,Yes,254,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,381,0,0,0,0,0,5,2,47,1,train
CUST01403,2025-09-30,Tier 3,18-24,Marketplace,,Baby Care,Yes,329,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,595,1,3,1,0,0,5,0,53,1,train
CUST01406,2025-09-30,Tier 2,18-24,Instagram,Gold,Skin Care,Yes,222,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,290,2,8,0,0,0,0,0,46,1,train
CUST01408,2025-09-30,Tier 2,25-34,Instagram,Silver,Baby Care,Yes,307,0,0.0,0.0,0.0,3.5,0,0,0.0,0.0,512,0,0,0,0,0,2,0,60,1,train
